1	3	3	75.381	70.262	38.277	16.463
1	1	3	2.7722	60.796	34.641	17.492
1	2	3	14.982	81.169	65.029	37.042
1	4	3	99.932	78.041	42.392	16.463
1	5	3	134.66	86.656	46.096	19.344
1	6	3	201.01	74.309	39.923	17.698
1	52	3	234.15	206.59	95.176	47.363
1	53	3	65.926	195.48	66.439	34.173
2	3	3	71.111	70.159	38.277	16.669
2	1	3	0.062701	60.796	33.029	17.492
2	2	3	5.1045	81.169	69.721	37.042
2	4	3	95.24	77.876	42.392	16.463
2	5	3	128.94	86.794	46.096	19.344
2	6	3	196.69	74.378	39.923	17.698
2	52	3	245.84	206.44	90.529	47.363
2	53	3	76.608	195.76	66.821	34.173
3	3	3	66.841	70.056	38.277	16.875
3	1	3	1.1945	60.796	27.576	17.492
3	2	3	4.4871	81.169	65.152	37.042
3	4	3	90.849	77.876	42.392	16.463
3	5	3	123.23	86.931	46.096	19.344
3	6	3	192.37	74.446	39.923	17.698
3	52	3	256.43	206.44	79.938	47.363
3	53	3	87.291	196.03	67.202	34.173
4	3	3	62.807	70.139	38.277	16.875
4	2	3	3.8698	81.169	60.584	37.042
4	4	3	86.459	77.876	42.392	16.463
4	5	3	117.5	86.893	46.096	19.344
4	6	3	188.05	74.515	39.923	17.698
4	52	3	267.02	206.44	69.346	47.363
4	53	3	97.973	196.3	67.584	34.173
5	3	3	58.774	70.221	38.277	16.875
5	2	3	3.2524	81.169	56.015	37.042
5	4	3	82.069	77.876	42.392	16.463
5	5	3	111.78	86.856	46.096	19.344
5	6	3	183.73	74.584	39.923	17.698
5	52	3	277.61	206.44	58.754	47.363
5	53	3	108.66	196.57	67.965	34.173
6	3	3	54.741	70.303	38.277	16.875
6	2	3	2.635	81.169	51.447	37.042
6	4	3	77.633	78.013	42.392	16.463
6	5	3	106.05	86.819	46.096	19.344
6	6	3	179.13	74.584	39.923	17.698
6	53	3	119.34	196.85	68.347	34.173
7	3	3	50.707	70.386	38.277	16.875
7	4	3	73.197	78.151	42.392	16.463
7	5	3	100.33	86.781	46.096	19.344
7	6	3	174.54	74.584	39.923	17.698
7	53	3	130.55	196.85	68.227	34.113
8	3	3	46.674	70.468	38.277	16.875
8	4	3	68.762	78.288	42.392	16.463
8	5	3	94.603	86.744	46.096	19.344
8	6	3	169.94	74.584	39.923	17.698
8	53	3	141.76	196.85	68.107	34.053
9	3	3	42.421	70.468	38.277	16.875
9	4	3	64.326	78.425	42.392	16.463
9	5	3	88.879	86.706	46.096	19.344
9	6	3	165.34	74.584	39.923	17.698
9	53	3	152.97	196.85	67.987	33.993
10	3	3	38.168	70.468	38.277	16.875
10	4	3	59.89	78.562	42.392	16.463
10	5	3	83.154	86.669	46.096	19.344
10	6	3	160.75	74.584	39.923	17.698
10	53	3	164.18	196.85	67.867	33.933
11	3	3	33.915	70.468	38.277	16.875
11	4	3	55.454	78.699	42.392	16.463
11	5	3	77.43	86.632	46.096	19.344
11	6	3	156.15	74.584	39.923	17.698
11	53	3	175.39	196.85	67.747	33.874
12	3	3	29.662	70.468	38.277	16.875
12	4	3	51.018	78.837	42.392	16.463
12	5	3	71.705	86.594	46.096	19.344
12	6	3	151.56	74.652	39.923	17.698
12	53	3	186.61	196.85	67.627	33.814
13	3	3	25.409	70.468	38.277	16.875
13	4	3	46.582	78.974	42.392	16.463
13	5	3	65.98	86.557	46.096	19.344
13	6	3	146.96	74.721	39.923	17.698
13	53	3	197.82	196.85	67.507	33.754
14	3	3	21.156	70.468	38.277	16.875
14	4	3	42.146	79.111	42.392	16.463
14	5	3	60.256	86.519	46.096	19.344
14	6	3	142.36	74.789	39.923	17.698
14	7	3	281.68	84.05	53.505	23.871
14	53	3	209.03	196.85	67.387	33.694
15	3	3	17.726	70.605	38.277	16.875
15	4	3	38.442	79.148	41.794	16.463
15	5	3	55.14	86.813	45.45	19.05
15	6	3	137.77	74.858	39.923	17.698
15	7	3	275.51	83.947	53.505	23.717
15	8	3	282.75	75.201	39.923	16.051
15	53	3	220.24	196.85	67.267	33.634
16	3	3	14.296	70.742	38.277	16.875
16	4	3	34.738	79.186	41.195	16.463
16	5	3	50.025	87.107	44.803	18.756
16	6	3	133.17	74.927	39.923	17.698
16	7	3	269.34	83.844	53.505	23.563
