1	106.76	61.83	72.44	183.56	142.98	153.6	0
2	107.2	62.15	71.89	182.08	143.14	153.19	0
3	107.64	62.48	71.34	180.6	143.31	152.78	0
4	108.08	62.81	70.79	179.12	143.48	152.38	0
5	108.52	63.14	70.24	177.64	143.64	151.96	0
6	108.96	63.47	69.69	176.15	143.81	151.55	0
7	109.4	63.8	69.14	174.67	143.97	151.13	0
8	109.84	64.13	68.6	173.19	144.14	150.72	0
9	110.28	64.46	68.05	171.71	144.3	150.31	0
10	110.71	64.79	67.5	170.23	144.45	149.91	0
11	111.15	65.12	66.95	168.75	144.62	149.49	0
12	111.59	65.45	66.4	167.26	144.8	149.07	0
13	112.03	65.78	65.85	165.78	144.95	148.67	0
14	112.47	66.11	65.3	164.3	145.12	148.25	0
15	112.91	66.43	64.75	162.82	145.28	147.84	0
16	113.35	66.76	64.21	161.34	145.45	147.43	0
17	113.44	66.76	63.56	160.38	145.22	146.95	0
18	113.52	66.76	62.91	159.43	144.97	146.48	0
19	113.61	66.76	62.26	158.48	144.74	146.0	0
20	113.7	66.76	61.61	157.53	144.5	145.53	0
21	113.78	66.76	60.96	156.57	144.26	145.05	0
22	113.87	66.76	60.31	155.62	144.03	144.57	0
23	113.96	66.76	59.66	154.67	143.79	144.1	0
24	114.04	66.76	59.01	153.71	143.54	143.62	0
25	114.13	66.76	58.36	152.76	143.31	143.14	0
26	114.22	66.76	57.71	151.81	143.07	142.67	0
27	114.3	66.76	57.06	150.85	142.83	142.19	0
28	114.39	66.76	56.41	149.9	142.59	141.71	0
29	114.48	66.76	55.76	148.95	142.36	141.24	0
30	114.56	66.76	55.11	147.99	142.11	140.76	0
31	114.65	66.76	54.46	147.04	141.88	140.28	0
32	114.74	66.76	53.81	146.09	141.64	139.81	0
33	114.82	66.76	53.16	145.13	141.4	139.33	0
34	114.91	66.76	52.51	144.18	141.16	138.85	0
35	115.0	66.76	51.86	143.23	140.93	138.38	0
36	114.87	67.22	51.65	142.12	140.69	138.28	0
37	114.75	67.67	51.45	141.01	140.47	138.18	0
38	114.62	68.12	51.24	139.89	140.24	138.07	0
39	114.5	68.58	51.03	138.78	140.02	137.97	0
40	114.38	69.03	50.83	137.67	139.79	137.87	0
41	114.25	69.48	50.62	136.56	139.56	137.76	0
42	114.13	69.93	50.42	135.45	139.33	137.66	0
43	114.01	70.39	50.21	134.34	139.12	137.56	0
44	113.88	70.84	50.01	133.23	138.88	137.45	0
45	113.76	71.29	49.8	132.12	138.66	137.35	0
46	113.64	71.74	49.59	131.0	138.44	137.24	0
47	113.51	72.2	49.39	129.89	138.21	137.14	0
48	113.39	72.65	49.18	128.78	137.99	137.03	0
49	113.27	73.1	48.98	127.67	137.75	136.94	0
50	113.14	73.56	48.77	126.56	137.53	136.84	0
51	113.02	74.01	48.57	125.45	137.3	136.74	0
52	112.9	74.46	48.36	124.34	137.08	136.63	0
53	112.77	74.91	48.15	123.23	136.84	136.52	0
54	112.65	75.37	47.95	122.11	136.62	136.43	0
55	112.53	75.82	47.74	121.0	136.41	136.32	0
56	112.53	75.88	47.45	120.18	136.25	135.97	0
57	112.53	75.94	47.16	119.36	136.11	135.62	0
58	112.53	76.0	46.86	118.53	135.97	135.26	0
59	112.53	76.05	46.57	117.71	135.81	134.91	0
60	112.53	76.11	46.27	116.89	135.67	134.56	0
61	112.53	76.17	45.98	116.06	135.51	134.21	0
62	112.53	76.23	45.69	115.24	135.38	133.84	0
63	112.53	76.29	45.39	114.42	135.22	133.5	0
64	112.53	76.35	45.1	113.59	135.07	133.14	0
65	112.53	76.41	44.8	112.77	134.94	132.8	0
66	112.53	76.47	44.51	111.95	134.78	132.44	0
67	112.53	76.52	44.22	111.13	134.63	132.09	0
68	112.53	76.58	43.92	110.3	134.5	131.73	0
69	112.53	76.64	43.63	109.48	134.34	131.38	0
70	112.81	76.81	43.17	108.82	134.39	131.22	0
71	113.1	76.97	42.72	108.16	134.46	131.06	0
72	113.39	77.14	42.27	107.5	134.53	130.89	0
73	113.68	77.3	41.82	106.85	134.59	130.73	0
74	113.97	77.47	41.36	106.19	134.66	130.56	0
75	114.25	77.63	40.91	105.53	134.7	130.39	0
76	114.54	77.79	40.46	104.87	134.77	130.22	0
77	114.83	77.96	40.01	104.21	134.84	130.06	0
78	115.12	78.12	39.55	103.55	134.9	129.9	0
79	115.41	78.29	39.1	102.89	134.95	129.74	0
80	115.69	78.45	38.65	102.24	135.01	129.57	0
81	115.98	78.62	38.19	101.58	135.08	129.41	0
82	116.27	78.78	37.74	100.92	135.15	129.24	0
83	116.56	78.95	37.29	100.26	135.2	129.07	0
84	116.85	79.11	36.84	99.6	135.26	128.91	0
85	117.14	79.28	36.38	98.94	135.33	128.75	0
86	117.42	79.44	35.93	98.28	135.39	128.58	0
87	117.71	79.61	35.48	97.63	135.44	128.43	0
88	118.0	79.77	35.02	96.97	135.51	128.25	0
89	118.29	79.93	34.57	96.31	135.58	128.09	0
90	118.26	79.99	34.42	95.96	135.47	127.97	0
91	118.23	80.05	34.28	95.6	135.37	127.85	0
92	118.2	80.11	34.13	95.25	135.27	127.74	0
93	118.17	80.17	33.98	94.9	135.16	127.62	0
94	118.14	80.23	33.84	94.55	135.06	127.5	0
95	118.11	80.29	33.69	94.19	134.96	127.38	0
96	118.08	80.35	33.54	93.84	134.85	127.27	0
97	118.05	80.4	33.4	93.49	134.75	127.14	0
98	118.02	80.46	33.25	93.13	134.64	127.03	0
99	117.99	80.52	33.1	92.78	134.54	126.91	0
100	117.96	80.58	32.95	92.43	134.44	126.79	0
101	117.94	80.64	32.81	92.08	134.34	126.68	0
102	117.91	80.7	32.66	91.72	134.25	126.56	0
103	117.88	80.76	32.51	91.37	134.14	126.44	0
104	117.85	80.82	32.37	91.02	134.03	126.33	0
105	117.82	80.88	32.22	90.66	133.93	126.21	0
106	117.79	80.93	32.07	90.31	133.83	126.09	0
107	117.76	80.99	31.93	89.96	133.72	125.97	0
108	117.73	81.05	31.78	89.61	133.62	125.85	0
109	117.7	81.11	31.63	89.25	133.52	125.74	0
110	117.67	81.17	31.49	88.9	133.41	125.62	0
111	117.64	81.23	31.34	88.55	133.31	125.5	0
112	117.61	81.29	31.19	88.19	133.21	125.38	0
113	117.58	81.34	31.05	87.84	133.1	125.26	0
114	117.55	81.4	30.9	87.49	133.0	125.15	0
115	117.52	81.46	30.75	87.14	132.9	125.03	0
116	117.49	81.52	30.6	86.78	132.79	124.91	0
117	117.46	81.58	30.46	86.43	132.69	124.8	0
118	117.44	81.69	30.32	85.95	132.6	124.66	0
119	117.41	81.81	30.17	85.47	132.5	124.55	0
120	117.38	81.92	30.03	84.98	132.4	124.41	0
121	117.35	82.03	29.89	84.5	132.3	124.28	0
122	117.32	82.15	29.75	84.02	132.19	124.16	0
123	117.29	82.26	29.61	83.54	132.09	124.03	0
124	117.27	82.38	29.46	83.05	132.0	123.9	0
125	117.24	82.49	29.32	82.57	131.9	123.78	0
126	117.21	82.6	29.18	82.09	131.79	123.64	0
127	117.18	82.72	29.04	81.61	131.7	123.52	0
128	117.15	82.83	28.89	81.12	131.59	123.4	0
129	117.12	82.94	28.75	80.64	131.5	123.26	0
130	117.1	83.06	28.61	80.16	131.41	123.14	0
131	117.07	83.17	28.47	79.67	131.31	123.0	0
132	117.04	83.28	28.33	79.19	131.2	122.88	0
133	117.01	83.4	28.19	78.71	131.1	122.75	0
134	116.98	83.51	28.04	78.23	131.0	122.62	0
135	116.95	83.62	27.9	77.75	130.91	122.49	0
136	116.93	83.74	27.76	77.26	130.81	122.37	0
137	116.9	83.85	27.62	76.78	130.71	122.24	0
138	116.87	83.97	27.48	76.3	130.61	122.11	0
139	116.84	84.08	27.33	75.81	130.51	121.99	0
140	116.81	84.19	27.19	75.33	130.41	121.86	0
141	116.78	84.31	27.05	74.85	130.31	121.73	0
142	116.76	84.42	26.91	74.37	130.21	121.6	0
143	116.73	84.53	26.77	73.89	130.12	121.47	0
144	116.7	84.65	26.62	73.4	130.01	121.34	0
145	116.67	84.76	26.48	72.92	129.91	121.22	0
146	116.64	84.87	26.34	72.44	129.81	121.09	0
147	116.64	84.9	26.19	72.23	129.74	121.02	0
148	116.64	84.93	26.05	72.03	129.66	120.95	0
149	116.64	84.96	25.9	71.82	129.59	120.87	0
150	116.64	84.99	25.75	71.61	129.52	120.79	0
151	116.64	85.02	25.61	71.41	129.44	120.72	0
152	116.64	85.05	25.46	71.2	129.37	120.66	0
153	116.64	85.08	25.31	71.0	129.3	120.58	0
154	116.64	85.11	25.16	70.79	129.22	120.5	0
155	116.64	85.14	25.02	70.58	129.15	120.43	0
156	116.64	85.17	24.87	70.38	129.08	120.35	0
157	116.64	85.2	24.72	70.17	129.0	120.29	0
158	116.64	85.23	24.58	69.97	128.93	120.22	0
159	116.64	85.25	24.43	69.76	128.85	120.14	0
160	116.64	85.28	24.28	69.56	128.78	120.06	0
161	116.64	85.31	24.14	69.35	128.71	119.98	0
162	116.64	85.34	23.99	69.14	128.63	119.91	0
163	116.64	85.37	23.84	68.94	128.56	119.84	0
164	116.64	85.4	23.7	68.73	128.49	119.77	0
165	116.64	85.43	23.55	68.53	128.41	119.7	0
166	116.64	85.46	23.4	68.32	128.34	119.62	0
167	116.64	85.49	23.25	68.12	128.27	119.54	0
168	116.64	85.52	23.11	67.91	128.19	119.48	0
169	116.64	85.55	22.96	67.7	128.12	119.41	0
170	116.64	85.58	22.81	67.5	128.05	119.33	0
171	116.64	85.61	22.67	67.29	127.97	119.25	0
172	116.64	85.64	22.52	67.09	127.9	119.18	0
173	116.64	85.67	22.37	66.88	127.83	119.1	0
174	116.64	85.7	22.23	66.67	127.75	119.04	0
175	116.64	85.7	22.16	66.4	127.72	118.9	0
176	116.64	85.7	22.09	66.13	127.68	118.76	0
177	116.64	85.7	22.02	65.85	127.65	118.62	0
178	116.64	85.7	21.95	65.58	127.62	118.49	0
179	116.64	85.7	21.88	65.3	127.58	118.35	0
180	116.64	85.7	21.81	65.03	127.55	118.21	0
181	116.64	85.7	21.75	64.75	127.51	118.08	0
182	116.64	85.7	21.68	64.48	127.48	117.94	0
183	116.64	85.7	21.61	64.21	127.44	117.8	0
184	116.64	85.7	21.54	63.93	127.41	117.66	0
185	116.64	85.7	21.47	63.66	127.38	117.53	0
186	116.64	85.7	21.4	63.38	127.34	117.39	0
187	116.52	85.7	21.4	63.24	127.22	117.32	0
188	116.4	85.7	21.4	63.09	127.1	117.24	0
189	116.28	85.7	21.4	62.95	126.98	117.17	0
190	116.16	85.7	21.4	62.8	126.86	117.1	0
191	116.04	85.7	21.4	62.66	126.74	117.03	0
192	115.92	85.7	21.4	62.51	126.62	116.95	0
193	115.79	85.7	21.4	62.37	126.5	116.88	0
194	115.67	85.7	21.4	62.22	126.38	116.81	0
195	115.55	85.7	21.4	62.08	126.25	116.74	0
196	115.43	85.7	21.4	61.93	126.14	116.66	0
197	115.31	85.7	21.4	61.78	126.02	116.59	0
198	115.19	85.7	21.4	61.64	125.89	116.52	0
199	115.07	85.7	21.4	61.49	125.77	116.44	0
200	114.95	85.7	21.4	61.35	125.66	116.37	0
201	114.83	85.7	21.4	61.2	125.53	116.3	0
202	114.7	85.7	21.4	61.06	125.4	116.23	0
203	114.58	85.7	21.4	60.91	125.28	116.15	0
204	114.51	85.76	21.31	60.71	125.16	116.11	0
