1	1	1	136.45	94.341	37.613	66.399
1	2	1	118.97	90.548	24.756	66.191
1	3	1	79.618	90.077	30.604	65.881
1	4	1	78.479	94.256	23.593	65.228
2	1	1	136.59	94.411	37.194	66.399
2	2	1	119.32	90.509	24.815	66.288
2	3	1	80.19	90.031	30.513	66.036
2	4	1	78.948	94.178	23.593	65.228
3	1	1	136.73	94.481	36.776	66.399
3	2	1	119.67	90.47	24.873	66.385
3	3	1	80.762	89.985	30.421	66.192
3	4	1	79.418	94.1	23.593	65.228
4	1	1	136.87	94.55	36.357	66.399
4	2	1	120.02	90.431	24.931	66.482
4	3	1	81.334	89.94	30.33	66.347
4	4	1	79.887	94.021	23.593	65.228
5	1	1	137.01	94.62	35.938	66.399
5	2	1	120.37	90.392	24.99	66.58
5	3	1	81.906	89.894	30.238	66.503
5	4	1	80.356	93.943	23.593	65.228
6	1	1	137.15	94.69	35.52	66.399
6	2	1	120.72	90.354	25.048	66.677
6	3	1	82.478	89.848	30.147	66.659
6	4	1	80.825	93.865	23.593	65.228
7	1	1	137.29	94.76	35.101	66.399
7	2	1	121.07	90.315	25.107	66.774
7	3	1	83.05	89.802	30.055	66.814
7	4	1	81.294	93.787	23.593	65.228
8	1	1	137.43	94.83	34.682	66.399
8	2	1	121.42	90.276	25.165	66.872
8	3	1	83.622	89.757	29.964	66.97
8	4	1	81.763	93.709	23.593	65.228
9	1	1	137.57	94.899	34.264	66.399
9	2	1	121.77	90.237	25.223	66.969
9	3	1	84.194	89.711	29.872	67.126
9	4	1	82.232	93.63	23.593	65.228
10	1	1	137.71	94.969	33.845	66.399
10	2	1	122.12	90.198	25.282	67.066
10	3	1	84.766	89.665	29.781	67.281
10	4	1	82.764	93.693	23.53	65.416
11	1	1	137.85	95.039	33.426	66.399
11	2	1	122.47	90.159	25.34	67.164
11	3	1	85.095	89.789	29.987	67.281
11	4	1	83.296	93.755	23.468	65.604
12	1	1	137.99	95.109	33.007	66.399
12	2	1	122.82	90.12	25.399	67.261
12	3	1	85.425	89.912	30.193	67.281
12	4	1	83.828	93.818	23.405	65.791
13	1	1	138.01	95.083	33.366	66.706
13	2	1	123.17	90.081	25.457	67.358
13	3	1	85.754	90.036	30.398	67.281
13	4	1	84.359	93.881	23.343	65.979
14	1	1	138.04	95.058	33.724	67.013
14	2	1	123.5	90.039	25.448	67.556
14	3	1	86.084	90.159	30.604	67.281
14	4	1	84.891	93.943	23.28	66.167
15	1	1	138.06	95.032	34.082	67.32
15	2	1	123.84	89.998	25.439	67.754
15	3	1	86.413	90.283	30.81	67.281
15	4	1	85.423	94.006	23.218	66.354
16	1	1	138.09	95.006	34.44	67.627
16	2	1	124.17	89.956	25.43	67.951
16	3	1	86.841	90.267	31.016	67.408
16	4	1	85.954	94.068	23.155	66.542
17	1	1	138.12	94.981	34.799	67.934
17	2	1	124.5	89.914	25.421	68.149
17	3	1	87.269	90.251	31.222	67.535
17	4	1	86.486	94.131	23.093	66.73
18	1	1	138.14	94.955	35.157	68.241
18	2	1	124.84	89.873	25.412	68.346
18	3	1	87.696	90.235	31.428	67.661
18	4	1	87.018	94.193	23.03	66.917
19	1	1	138.17	94.93	35.515	68.548
19	2	1	125.17	89.831	25.403	68.544
19	3	1	88.124	90.219	31.634	67.788
19	4	1	87.549	94.256	22.967	67.105
20	1	1	138.19	94.904	35.873	68.855
20	2	1	125.5	89.79	25.394	68.742
20	3	1	88.552	90.204	31.84	67.915
20	4	1	87.956	94.162	22.967	67.167
21	1	1	138.22	94.878	36.231	69.162
21	2	1	125.84	89.748	25.385	68.939
21	3	1	88.98	90.188	32.046	68.042
21	4	1	88.363	94.068	22.967	67.23
22	1	1	138.24	94.853	36.59	69.469
22	2	1	126.17	89.706	25.376	69.137
22	3	1	89.407	90.172	32.252	68.168
22	4	1	88.769	93.974	22.967	67.292
23	1	1	138.27	94.827	36.948	69.776
23	2	1	126.5	89.665	25.367	69.335
23	3	1	89.835	90.156	32.458	68.295
23	4	1	89.176	93.881	22.967	67.355
24	1	1	138.29	94.802	37.306	70.083
24	2	1	126.84	89.623	25.358	69.532
24	3	1	90.263	90.14	32.664	68.422
24	4	1	89.582	93.787	22.967	67.418
25	1	1	138.32	94.776	37.664	70.39
25	2	1	127.06	89.544	25.349	69.73
25	3	1	90.69	90.124	32.87	68.549
25	4	1	89.989	93.693	22.967	67.48
26	1	1	138.35	94.75	38.023	70.697
26	2	1	127.28	89.466	25.34	69.927
26	3	1	91.118	90.109	33.076	68.675
26	4	1	90.396	93.599	22.967	67.543
27	1	1	138.37	94.725	38.381	71.004
27	2	1	127.5	89.388	25.331	70.125
27	3	1	91.546	90.093	33.282	68.802
27	4	1	90.802	93.505	22.967	67.605
28	1	1	138.61	94.701	38.453	71.148
28	2	1	127.73	89.309	25.322	70.323
28	3	1	91.973	90.077	33.487	68.929
28	4	1	91.209	93.411	22.967	67.668
29	1	1	138.85	94.677	38.525	71.292
29	2	1	127.95	89.231	25.313	70.52
29	3	1	92.447	90.18	33.508	68.97
29	4	1	91.615	93.318	22.967	67.73
30	1	1	139.09	94.653	38.597	71.436
30	2	1	128.17	89.152	25.304	70.718
30	3	1	92.921	90.283	33.529	69.011
30	4	1	91.952	93.318	22.967	67.827
31	1	1	139.33	94.629	38.669	71.58
31	2	1	128.4	89.074	25.295	70.916
31	3	1	93.394	90.386	33.549	69.052
31	4	1	92.289	93.318	22.967	67.923
32	1	1	139.57	94.605	38.741	71.724
32	2	1	128.62	88.995	25.286	71.113
32	3	1	93.868	90.489	33.57	69.094
32	4	1	92.626	93.318	22.967	68.019
33	1	1	139.81	94.581	38.813	71.868
33	2	1	128.84	88.917	25.277	71.311
33	3	1	94.342	90.592	33.59	69.135
33	4	1	92.963	93.318	22.967	68.115
34	1	1	140.05	94.557	38.885	72.012
34	2	1	129.06	88.838	25.268	71.508
34	3	1	94.815	90.695	33.611	69.176
34	4	1	93.299	93.318	22.967	68.212
35	1	1	140.29	94.533	38.957	72.156
35	2	1	129.29	88.76	25.259	71.706
35	3	1	95.289	90.798	33.632	69.217
35	4	1	93.636	93.318	22.967	68.308
36	1	1	140.53	94.509	39.028	72.3
36	2	1	129.51	88.681	25.25	71.904
36	3	1	95.763	90.901	33.652	69.258
36	4	1	93.973	93.318	22.967	68.404
37	1	1	140.77	94.485	39.1	72.444
37	2	1	129.73	88.603	25.241	72.101
37	3	1	96.236	91.004	33.673	69.299
37	4	1	94.31	93.318	22.967	68.5
38	1	1	141.01	94.461	39.172	72.588
38	2	1	129.95	88.525	25.232	72.299
38	3	1	96.71	91.107	33.693	69.341
38	4	1	94.647	93.318	22.967	68.596
39	1	1	141.25	94.437	39.244	72.732
39	2	1	130.18	88.446	25.223	72.497
39	3	1	97.122	91.027	34.026	69.42
39	4	1	94.984	93.318	22.967	68.693
40	1	1	141.49	94.413	39.316	72.876
40	2	1	130.8	88.475	25.34	72.691
40	3	1	97.534	90.948	34.359	69.499
40	4	1	95.32	93.318	22.967	68.789
41	1	1	141.73	94.389	39.388	73.019
41	2	1	131.42	88.505	25.457	72.886
41	3	1	97.946	90.869	34.691	69.578
