1	1	1	81.246	154.02	46.92	88.077
1	2	1	174.67	156.49	18.109	32.103
1	3	1	134.13	144.96	10.289	24.9
1	4	1	106.97	144.55	9.4662	16.463
1	5	1	118.7	132.41	6.791	16.257
1	6	1	13.278	46.802	7.2026	9.4662
1	9	1	142.98	95.162	4.3215	7.6141
1	8	1	159.45	100.1	4.1158	9.0547
2	1	1	81.854	153.73	46.848	88.972
2	2	1	174.42	156.58	18.256	31.985
2	3	1	134.13	144.99	10.289	24.763
2	4	1	106.95	144.6	9.4662	16.518
2	5	1	118.65	132.44	6.791	16.257
2	6	1	13.265	46.82	7.2026	9.4368
2	9	1	142.98	95.132	4.3101	7.6446
2	8	1	159.51	100.08	4.1158	9.0547
3	1	1	82.463	153.45	46.776	89.867
3	2	1	174.17	156.66	18.403	31.868
3	3	1	134.13	145.01	10.289	24.626
3	4	1	106.92	144.65	9.4662	16.574
3	5	1	118.6	132.46	6.791	16.257
3	6	1	13.252	46.838	7.2026	9.4074
3	9	1	142.98	95.101	4.2987	7.6751
3	8	1	159.57	100.07	4.1158	9.0547
4	1	1	83.071	153.16	46.705	90.761
4	2	1	173.92	156.75	18.55	31.75
4	3	1	134.13	145.03	10.289	24.489
4	4	1	106.9	144.69	9.4662	16.629
4	5	1	118.55	132.49	6.791	16.257
4	6	1	13.239	46.855	7.2026	9.378
4	9	1	142.98	95.071	4.2872	7.7056
4	8	1	159.63	100.05	4.1158	9.0547
5	1	1	83.68	152.87	46.633	91.656
5	2	1	173.67	156.84	18.697	31.633
5	3	1	134.13	145.05	10.289	24.352
5	4	1	106.87	144.74	9.4662	16.685
5	5	1	118.49	132.51	6.791	16.257
5	6	1	13.226	46.873	7.2026	9.3486
5	9	1	142.98	95.04	4.2758	7.7361
5	8	1	159.69	100.04	4.1158	9.0547
6	1	1	84.288	152.59	46.562	92.551
6	2	1	173.42	156.93	18.844	31.515
6	3	1	134.13	145.08	10.289	24.214
6	4	1	106.85	144.79	9.4662	16.74
6	5	1	118.44	132.54	6.791	16.257
6	6	1	13.213	46.89	7.2026	9.3192
6	9	1	142.98	95.01	4.2644	7.7666
6	8	1	159.75	100.02	4.1158	9.0547
7	1	1	84.896	152.3	46.49	93.446
7	2	1	173.17	157.02	18.991	31.397
7	3	1	134.13	145.1	10.289	24.077
7	4	1	106.83	144.84	9.4662	16.795
7	5	1	118.39	132.56	6.791	16.257
7	6	1	13.2	46.908	7.2026	9.2898
7	9	1	142.98	94.979	4.2529	7.7971
7	8	1	159.82	100	4.1158	9.0547
8	1	1	85.505	152.01	46.419	94.34
8	2	1	172.92	157.1	19.138	31.28
8	3	1	134.13	145.12	10.289	23.94
8	4	1	106.8	144.88	9.4662	16.851
8	5	1	118.34	132.59	6.791	16.257
8	6	1	13.187	46.926	7.2026	9.2605
8	9	1	142.98	94.949	4.2415	7.8276
8	8	1	159.88	99.986	4.1158	9.0547
9	1	1	86.113	151.73	46.347	95.235
9	2	1	172.67	157.19	19.285	31.162
9	3	1	134.13	145.15	10.289	23.803
9	4	1	106.78	144.93	9.4662	16.906
9	5	1	118.29	132.62	6.791	16.257
9	6	1	13.174	46.943	7.2026	9.2311
9	9	1	142.98	94.918	4.2301	7.858
9	8	1	159.94	99.97	4.1158	9.0547
10	1	1	86.722	151.44	46.275	96.13
10	2	1	172.42	157.28	19.432	31.045
10	3	1	134.13	145.17	10.289	23.666
10	4	1	106.76	144.98	9.4662	16.962
10	5	1	118.24	132.64	6.791	16.257
10	6	1	13.161	46.961	7.2026	9.2017
10	9	1	142.98	94.888	4.2186	7.8885
10	8	1	160	99.953	4.1158	9.0547
11	1	1	87.33	151.15	46.204	97.024
11	2	1	172.17	157.37	19.579	30.927
11	3	1	134.13	145.19	10.289	23.528
11	4	1	106.73	145.03	9.4662	17.017
11	5	1	118.18	132.67	6.791	16.257
11	6	1	13.147	46.979	7.2026	9.1723
11	9	1	142.98	94.858	4.2072	7.919
11	8	1	160.06	99.937	4.1158	9.0547
12	1	1	87.939	150.87	46.132	97.919
12	2	1	171.92	157.46	19.726	30.809
12	3	1	134.13	145.21	10.289	23.391
12	4	1	106.71	145.07	9.4662	17.072
12	5	1	118.13	132.69	6.791	16.257
12	6	1	13.134	46.996	7.2026	9.1429
12	9	1	142.98	94.827	4.1958	7.9495
12	8	1	160.12	99.92	4.1158	9.0547
13	1	1	88.547	150.58	46.061	98.814
13	2	1	171.68	157.55	19.873	30.692
13	3	1	134.13	145.24	10.289	23.254
13	4	1	106.68	145.12	9.4662	17.128
13	5	1	118.08	132.72	6.791	16.257
13	6	1	13.121	47.014	7.2026	9.1135
13	9	1	142.98	94.797	4.1844	7.98
13	8	1	160.19	99.904	4.1158	9.0547
14	1	1	89.155	150.3	45.989	99.709
14	2	1	171.43	157.63	20.02	30.574
