1	1	1	29.76	110.39	41.569	112.36
1	2	1	65.156	113.68	43.215	111.95
1	3	1	105.53	111.21	30.868	93.016
1	4	1	133.93	121.5	34.161	85.608
2	1	1	28.48	110.07	41.478	112.91
2	2	1	63.921	113.34	43.558	112.7
2	3	1	104.45	111.21	31.406	93.364
2	4	1	133.2	121.54	34.498	86.038
3	1	1	27.2	109.75	41.386	113.46
3	2	1	62.686	113	43.901	113.46
3	3	1	103.38	111.21	31.945	93.713
3	4	1	132.47	121.58	34.834	86.468
4	1	1	25.919	109.43	41.295	114.01
4	2	1	61.452	112.65	44.244	114.21
4	3	1	102.3	111.21	32.483	94.061
4	4	1	131.74	121.62	35.171	86.899
5	1	1	24.639	109.11	41.203	114.56
5	2	1	60.217	112.31	44.587	114.97
5	3	1	101.22	111.21	33.021	94.409
5	4	1	131.01	121.65	35.508	87.329
6	1	1	23.358	108.79	41.112	115.1
6	2	1	58.982	111.97	44.93	115.72
6	3	1	100.15	111.21	33.559	94.757
6	4	1	130.28	121.69	35.844	87.759
7	1	1	22.078	108.47	41.02	115.65
7	2	1	57.748	111.63	45.273	116.48
7	3	1	99.07	111.21	34.097	95.106
7	4	1	129.55	121.73	36.181	88.189
8	1	1	20.797	108.15	40.929	116.2
8	2	1	56.513	111.28	45.616	117.23
8	3	1	97.994	111.21	34.636	95.454
8	4	1	128.82	121.77	36.518	88.62
9	1	1	19.517	107.83	40.837	116.75
9	2	1	55.278	110.94	45.959	117.98
9	3	1	96.918	111.21	35.174	95.802
9	4	1	128.09	121.8	36.855	89.05
10	1	1	18.236	107.51	40.746	117.3
10	2	1	54.043	110.6	46.302	118.74
10	3	1	95.841	111.21	35.712	96.15
10	4	1	127.36	121.84	37.191	89.48
11	1	1	16.755	107.18	40.746	117.3
11	2	1	52.809	110.25	46.645	119.49
11	3	1	94.765	111.21	36.25	96.499
11	4	1	126.63	121.88	37.528	89.911
12	1	1	15.273	106.85	40.746	117.3
12	2	1	51.574	109.91	46.988	120.25
12	3	1	93.688	111.21	36.789	96.847
12	4	1	125.9	121.91	37.865	90.341
13	1	1	13.791	106.52	40.746	117.3
13	2	1	50.339	109.57	47.331	121
13	3	1	92.612	111.21	37.327	97.195
13	4	1	125.17	121.95	38.202	90.771
14	1	1	12.31	106.19	40.746	117.3
14	2	1	48.076	109.36	47.588	121.47
14	3	1	91.535	111.21	37.865	97.543
14	4	1	124.44	121.99	38.538	91.201
14	5	1	152.45	119.45	26.341	65.029
15	1	1	10.828	105.86	40.746	117.3
15	2	1	45.812	109.16	47.846	121.93
15	3	1	90.889	111.14	38.022	97.896
15	4	1	123.71	122.03	38.875	91.632
15	5	1	152.34	119.45	26.395	65.154
16	1	1	9.6961	105.86	40.746	117.3
16	2	1	43.548	108.95	48.103	122.39
16	3	1	90.242	111.06	38.179	98.249
16	4	1	122.98	122.06	39.212	92.062
16	5	1	152.23	119.45	26.448	65.279
17	1	1	8.5643	105.86	40.746	117.3
17	2	1	41.285	108.74	48.36	122.86
17	3	1	89.595	110.98	38.335	98.602
17	4	1	122.25	122.1	39.549	92.492
17	5	1	152.13	119.45	26.502	65.405
18	1	1	7.4325	105.86	40.746	117.3
18	2	1	39.021	108.54	48.617	123.32
18	3	1	88.948	110.9	38.492	98.955
18	4	1	121.52	122.14	39.885	92.923
18	5	1	152.02	119.45	26.556	65.53
19	1	1	6.3006	105.86	40.746	117.3
19	2	1	36.757	108.33	48.875	123.78
19	3	1	88.302	110.82	38.649	99.307
19	4	1	120.79	122.18	40.222	93.353
19	5	1	151.91	119.45	26.609	65.655
20	1	1	5.1688	105.86	40.746	117.3
20	2	1	34.494	108.13	49.132	124.24
20	3	1	87.655	110.74	38.806	99.66
20	4	1	120.07	122.21	40.559	93.783
